neighbor,interventions,total_abs_effect,mean_abs_effect,mean_delta
149R7hMKKU78PU1t2nqX22qtWAyR9R7A4Z,1,0.010951459407806396,0.010951459407806396,-0.010951459407806396
3Qh6xuHMw5jqyi525fZj9XjLxQTpb1CFEC,1,0.010877490043640137,0.010877490043640137,-0.010877490043640137
1GNqGgYazbzdV354HnFwqPv3JteKDjKaqG,1,0.01076023280620575,0.01076023280620575,-0.01076023280620575
1NLxMQRd4BzMh2ka4vgomUQKBuhhrhKVgG,1,0.010521113872528076,0.010521113872528076,-0.010521113872528076
1CPCGQYeGg21J8ALCahdtn6PRJJUg84MPM,1,0.01047968864440918,0.01047968864440918,-0.01047968864440918
1MoCk52G8cz4KPuNPMXdpe2rBCgTbSTK6R,1,0.010290026664733887,0.010290026664733887,-0.010290026664733887
3CVwmiZtHw2MB7tNRne5PAHdC48EoYZ2Kg,1,0.010270118713378906,0.010270118713378906,-0.010270118713378906
15hUn7S97RCoo2A3f5ppy6MJZNToRKnW3R,1,0.009936273097991943,0.009936273097991943,-0.009936273097991943
1BSQhuxTACyQukfgv4T2kSok9V1CY67bjn,1,0.00952373631298542,0.00952373631298542,-0.00952373631298542
1LUA6Vdz8rV1soVusdoHm2yRMK7EHchGNu,1,0.009259930811822414,0.009259930811822414,0.009259930811822414
1AnYHAJ1fh3L4BCpkhHCtsRq3wDzQsEBih,1,0.00832819938659668,0.00832819938659668,-0.00832819938659668
1E5dw2TfvkWeFSy2QFudNiQptT7gCiMMx6,1,0.007978327805176377,0.007978327805176377,0.007978327805176377
12BnHTsE9qQWBgSoG3LWGnokKJtS6A1CKE,1,0.007825221866369247,0.007825221866369247,-0.007825221866369247
1GUY31ZGPGRyt8TiUVJaACw49gKkVKXa1v,1,0.007757946848869324,0.007757946848869324,0.007757946848869324
18KSE7gyNCnqydZw5dzEyU9CNYBWQS9nCJ,1,0.007694751024246216,0.007694751024246216,-0.007694751024246216
192TAu3s3AYfXG4f5r45FWjJm9iizMH21f,1,0.0075735487043857574,0.0075735487043857574,0.0075735487043857574
1BToiZSEp8GEQEX3h28TKY9pDsGxH8KsHr,1,0.007458187639713287,0.007458187639713287,-0.007458187639713287
15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,2,0.0072168707847595215,0.0036084353923797607,0.00277748703956604
195U2E6728LZ3S6BJ3Lj6e8wQ4FtM13cQp,1,0.007042521610856056,0.007042521610856056,0.007042521610856056
16RFW3RRmufWGCAfXpXYMpXneLvasBCZo2,1,0.006797328591346741,0.006797328591346741,-0.006797328591346741
35MU2FpsCNepSLi7dMHJMNDzkoqhzroBKm,1,0.006615348160266876,0.006615348160266876,0.006615348160266876
1PMKFeJvug6qN4WYf8wyakqMtYRA66LWG4,1,0.006545886397361755,0.006545886397361755,-0.006545886397361755
1B6sXkGjzpz2FA88cSSGs5YjQ4Fk8i3wma,1,0.0065011754631996155,0.0065011754631996155,-0.0065011754631996155
13vHWR3iLsHeYwT42RnuKYNBoVPrKKZgRv,1,0.0063574910163879395,0.0063574910163879395,-0.0063574910163879395
14NimFe76Rnnkdr13WZkTgSj5A4X1xDqm9,1,0.006184078752994537,0.006184078752994537,0.006184078752994537
1764h5LFJk1kEHxViPn5Z6GKRviuCmXmq7,1,0.005912080407142639,0.005912080407142639,-0.005912080407142639
1EaV2UNqUzyvNhiajCxRjsTZWBkCrBNBVL,1,0.005864866077899933,0.005864866077899933,-0.005864866077899933
1Ddoc6nTmQUC1cdy8NFmJmVwVS5CsST2Fa,1,0.00566786527633667,0.00566786527633667,-0.00566786527633667
18KHC99YdrhywhsduAzYc1JXLKwZapuiJa,1,0.005638472735881805,0.005638472735881805,-0.005638472735881805
14SifL9W3TCMgaWrwrp1C1bSAsx3UX3FRC,1,0.005615547299385071,0.005615547299385071,-0.005615547299385071
1PpqtvrMTtHiiGZ4a2z9iVhTod6xC3cCvM,2,0.005480916704982519,0.0027404583524912596,-0.0027404583524912596
3EeEe8268WU5bhordhLPdWowcytL9ThEqj,1,0.00529785081744194,0.00529785081744194,-0.00529785081744194
1NPqgWPkLNZivw9ELpSv71XgKXXLY4tgT,1,0.005184799432754517,0.005184799432754517,-0.005184799432754517
1BksLjirFRrV4hCpnC5e5yRLbodMaaTJTq,1,0.005099952220916748,0.005099952220916748,0.005099952220916748
1LnNUMRzUmc7BuqW4q9Zgij1SsH9SU3TdJ,1,0.004923462867736816,0.004923462867736816,0.004923462867736816
1AFvN1pPBDdHJnpH5K1Y32hLFx3pxm3wDU,1,0.0048986077308654785,0.0048986077308654785,0.0048986077308654785
3CwFFLcNBe3jdpVMRbrQpnX6J2QdydYXDy,2,0.004885675385594368,0.002442837692797184,0.002442837692797184
153jshsURfH53nsuweYSoBLmYHVw5qRdVA,1,0.004828393459320068,0.004828393459320068,0.004828393459320068
15ZD5wWYgMWXgMMdkBmhggehyF67y79QWD,1,0.004801124334335327,0.004801124334335327,-0.004801124334335327
31jz9j3EoVLXaZ16SLZr9dVuBMa7vqnj6H,1,0.004744365811347961,0.004744365811347961,0.004744365811347961
